"Participant","mean_latency_congruent","mean_latency_noncongruent","mean_latency_control","InhibitionCost","percentage_resp_correct","percentage_excluded_data","block"
"140",761.592592592593,958.470588235294,752.695652173913,196.877995642702,0.880952380952381,9.45945945945946,"test"
"141",611.6,628.142857142857,578.192307692308,16.5428571428571,0.976190476190476,3.65853658536586,"test"
"142",894.214285714286,1222.28,958.740740740741,328.065714285714,0.988095238095238,3.6144578313253,"test"
"143",919.142857142857,958.333333333333,752.916666666667,39.1904761904763,0.976190476190476,7.3170731707317,"test"
"144",649,680.259259259259,645.740740740741,31.2592592592592,0.976190476190476,0,"test"
"145",663.5,785.291666666667,740.695652173913,121.791666666667,0.916666666666667,10.3896103896104,"test"
"146",685.666666666667,721.875,682.875,36.2083333333334,0.916666666666667,6.4935064935065,"test"
"147",754.291666666667,786.5,699.571428571429,32.2083333333334,0.916666666666667,20.7792207792208,"test"
"148",595.538461538462,688.962962962963,710.16,93.4245014245014,0.988095238095238,6.02409638554217,"test"
"149",665.307692307692,913.461538461538,787,248.153846153846,0.880952380952381,14.8648648648649,"test"
"150",655.678571428571,783.708333333333,676.125,128.029761904762,0.964285714285714,6.17283950617284,"test"
"151",662.333333333333,689.04347826087,684.75,26.7101449275362,0.964285714285714,8.64197530864198,"test"
"152",865.916666666667,917.083333333333,709.083333333333,51.1666666666667,0.928571428571429,7.69230769230769,"test"
"153",575.555555555556,610.173913043478,562.576923076923,34.6183574879227,0.988095238095238,8.43373493975904,"test"
"154",620.222222222222,716.423076923077,626.814814814815,96.2008547008547,1,4.76190476190477,"test"
"155",758.444444444444,961.730769230769,758.576923076923,203.286324786325,0.988095238095238,4.81927710843374,"test"
"156",890.772727272727,785.789473684211,721,-104.983253588517,0.964285714285714,16.0493827160494,"test"
"157",585.407407407407,596.347826086957,551.68,10.9404186795491,0.964285714285714,7.40740740740741,"test"
"158",691.62962962963,821.47619047619,682.481481481482,129.846560846561,0.928571428571429,3.84615384615384,"test"
"159",655.851851851852,864.24,623.222222222222,208.388148148148,0.976190476190476,3.65853658536586,"test"
"160",559.208333333333,605.074074074074,628.192307692308,45.8657407407406,0.952380952380952,3.75,"test"
"161",686.703703703704,770.730769230769,672.37037037037,84.0270655270656,0.988095238095238,3.6144578313253,"test"
"162",782.5,873.045454545455,778.321428571429,90.5454545454545,0.964285714285714,3.70370370370371,"test"
"164",609.535714285714,781.555555555556,617.703703703704,172.019841269841,0.988095238095238,1.20481927710844,"test"
"165",662.541666666667,748.125,643.192307692308,85.5833333333334,0.988095238095238,10.8433734939759,"test"
"166",659.576923076923,729.62962962963,737.407407407407,70.0527065527066,0.988095238095238,3.6144578313253,"test"
"167",723.24,759.916666666667,659.296296296296,36.6766666666666,0.952380952380952,5,"test"
"168",570.24,654.136363636364,584.444444444444,83.8963636363636,0.988095238095238,10.8433734939759,"test"
"169",667.925925925926,714.958333333333,639.666666666667,47.0324074074074,0.964285714285714,3.70370370370371,"test"
"170",675.28,686.285714285714,720.814814814815,11.0057142857144,0.916666666666667,5.1948051948052,"test"
"171",798.222222222222,959.52,1010.77777777778,161.297777777778,1,5.95238095238095,"test"
"172",569.814814814815,619.518518518518,556,49.7037037037037,0.988095238095238,3.6144578313253,"test"
"173",947.851851851852,985,864.518518518518,37.1481481481482,0.988095238095238,3.6144578313253,"test"
"174",744.814814814815,754.333333333333,775,9.51851851851859,0.928571428571429,2.56410256410257,"test"
"175",772.555555555556,869.72,759.961538461538,97.1644444444445,0.988095238095238,6.02409638554217,"test"
"176",799.615384615385,809.36,795.071428571429,9.74461538461537,0.988095238095238,4.81927710843374,"test"
"177",563.541666666667,638.181818181818,577.038461538462,74.6401515151515,0.916666666666667,6.4935064935065,"test"
"178",644.423076923077,772.454545454545,648.962962962963,128.031468531469,0.916666666666667,2.5974025974026,"test"
"179",606.653846153846,630.818181818182,629.958333333333,24.1643356643357,0.976190476190476,12.1951219512195,"test"
"180",622.272727272727,709.15,583.96,86.8772727272727,0.904761904761905,11.8421052631579,"test"
