"Participant","switchCost","mean_latency_switch","mean_latency_noswitch","percentage_resp_correct","percentage_excluded_data"
"124",57.9856910569105,516.546666666667,458.560975609756,0.95,16.3157894736842
"125",8.91898527004912,570.461538461538,561.542553191489,0.97,2.57731958762887
"126",98.5958646616541,723.881578947368,625.285714285714,0.885,7.90960451977402
"127",93.1258662369057,686.808219178082,593.682352941176,0.91,11.5384615384615
"128",63.0087614496217,488.901234567901,425.89247311828,0.955,6.80628272251309
"129",138.121568627451,750.388235294118,612.266666666667,0.955,6.282722513089
"130",98.7668848005927,558.373626373626,459.606741573034,0.98,7.14285714285714
"131",115.762183468705,740.120879120879,624.358695652174,0.97,4.12371134020618
"132",265.278426836322,984.362637362637,719.084210526316,0.975,3.07692307692308
"133",99.6900383141763,726.701149425287,627.011111111111,0.935,3.20855614973262
"134",212.952113429641,901.547619047619,688.595505617978,0.95,7.89473684210527
"135",115.150549450549,595.128571428571,479.978021978022,0.93,11.8279569892473
"136",29.4078787058345,431.21686746988,401.808988764045,0.945,6.87830687830688
"137",174.192712154561,1063.87356321839,889.68085106383,0.945,2.64550264550265
"138",107.79126984127,596.369047619048,488.577777777778,0.92,3.80434782608695
"139",13.6524154589372,511.011111111111,497.358695652174,0.955,2.61780104712042
"140",205.889090909091,824.48,618.590909090909,0.9,8.33333333333334
"141",24.6392541238346,478.61797752809,453.978723404255,0.97,4.63917525773195
"142",125.309803921569,1007.17647058824,881.866666666667,0.955,6.80628272251309
"143",325.393258426966,1321.37078651685,995.977528089888,0.955,5.23560209424084
"144",40.1739130434783,530.728260869565,490.554347826087,0.97,3.09278350515464
"145",55.9629629629629,573,517.037037037037,0.915,14.207650273224
"146",241.363837312113,1077.96153846154,836.597701149425,0.895,5.58659217877095
"147",195.352002835874,849.868131868132,654.516129032258,0.96,2.08333333333334
"148",125.413171355499,737.858823529412,612.445652173913,0.935,3.74331550802139
"149",133.161791928915,664.189189189189,531.027397260274,0.85,11.7647058823529
"150",65.5546265328874,614.858974358974,549.304347826087,0.925,6.48648648648649
"151",148.666367598052,747.421686746988,598.755319148936,0.975,8.71794871794872
"152",21.0705882352941,818.4,797.329411764706,0.925,3.78378378378378
"153",6.52574484339192,419.961038961039,413.435294117647,0.93,11.8279569892473
"154",46.9299712568592,605.674157303371,558.744186046512,0.945,5.82010582010582
"155",101.636052760137,975.505617977528,873.869565217391,0.965,4.14507772020726
"156",291.437770562771,920.556818181818,629.119047619048,0.925,5.94594594594594
"157",23.8267020335986,480.057471264368,456.230769230769,0.96,5.20833333333334
"158",82.6822642582848,476.772151898734,394.089887640449,0.935,9.09090909090909
"159",-7.38620268620269,417.855555555556,425.241758241758,0.965,4.14507772020726
"160",37.0213657876944,403.929411764706,366.908045977012,0.95,8.42105263157895
"161",207.923395445135,1095.61904761905,887.695652173913,0.975,8.20512820512821
"162",124.296511627907,627.75,503.453488372093,0.97,10.8247422680412
"164",40.6025369978858,465.511627906977,424.909090909091,0.97,9.27835051546392
"165",76.9634387351779,697.909090909091,620.945652173913,0.965,5.18134715025906
"166",181.705542421854,681.024691358025,499.31914893617,0.975,8.71794871794872
"167",14.9677902621723,715.101123595506,700.133333333333,0.935,2.67379679144385
"168",174.178472130279,811.530120481928,637.351648351648,0.945,6.87830687830688
"169",96.0915943677998,496.215189873418,400.123595505618,0.96,11.9791666666667
"170",106.334811529934,675.743902439024,569.409090909091,0.945,8.46560846560847
"171",-14.4302907369845,875.287356321839,889.717647058824,0.96,9.89583333333334
"172",63.9541624106231,461.033707865169,397.079545454545,0.95,4.73684210526316
"173",86.3603102779574,858.964705882353,772.604395604396,0.955,6.282722513089
"174",134.835515976951,640.096385542169,505.260869565217,0.92,3.26086956521739
"175",82.5231157186887,605.860465116279,523.33734939759,0.935,8.02139037433155
"176",11.4561056920608,603.703296703297,592.247191011236,0.96,4.16666666666666
"177",157.293597560976,717.5375,560.243902439024,0.89,7.30337078651685
"178",48.3020833333333,553.75,505.447916666667,0.955,2.09424083769634
"179",238.096861681519,1015.78651685393,777.689655172414,0.955,5.75916230366492
"180",169.057031576019,677.26582278481,508.208791208791,0.945,8.46560846560847
