"Participant","switchCost","mean_latency_switch","mean_latency_noswitch","percentage_resp_correct","percentage_excluded_data"
"001",139.076923076923,861.076923076923,722,0.933333333333333,3.57142857142857
"002",189.736772486773,990.107142857143,800.37037037037,0.983333333333333,6.77966101694916
"003",183.602809706258,1119.74074074074,936.137931034483,0.966666666666667,3.44827586206896
"004",123.634738186462,861.703703703704,738.068965517241,0.966666666666667,3.44827586206896
"005",52.8940886699507,937.928571428571,885.034482758621,0.95,0
"006",-5.15581098339715,816.740740740741,821.896551724138,0.95,1.75438596491229
"007",231.185185185185,945.444444444444,714.259259259259,0.933333333333333,3.57142857142857
"008",41.88,842.88,801,0.966666666666667,5.17241379310345
"009",50.1909937888198,785.869565217391,735.678571428571,0.85,0
"010",252.016666666667,1148.25,896.233333333333,0.983333333333333,1.69491525423728
"011",230.590909090909,1148.59090909091,918,0.933333333333333,8.92857142857143
"012",255.781746031746,1236.89285714286,981.111111111111,0.95,3.50877192982456
"013",110.814814814815,815,704.185185185185,0.833333333333333,6.00000000000001
"014",65.5057471264367,1072.33333333333,1006.8275862069,0.95,1.75438596491229
"015",43.6441379310345,812.92,769.275862068965,0.966666666666667,6.89655172413793
"016",93.9733333333334,738.333333333333,644.36,0.883333333333333,7.54716981132075
"017",189.982120051086,1263.74074074074,1073.75862068966,0.933333333333333,0
"018",109.594861660079,765.681818181818,656.086956521739,0.866666666666667,13.4615384615385
"019",350.535714285714,1479.5,1128.96428571429,0.983333333333333,15.2542372881356
"020",324.818646232439,1282.37037037037,957.551724137931,0.966666666666667,3.44827586206896
"021",212.510344827586,1019.2,806.689655172414,0.983333333333333,0
"022",28.5148148148148,759.814814814815,731.3,0.983333333333333,3.38983050847458
"023",507.787545787546,1410.09523809524,902.307692307692,0.783333333333333,0
"024",336.551724137931,1245.55172413793,909,0.966666666666667,0
"025",101.964387464387,1054.03846153846,952.074074074074,0.933333333333333,5.35714285714286
"026",23.3681318681319,999.153846153846,975.785714285714,0.966666666666667,6.89655172413793
"027",101.298850574713,976.333333333333,875.034482758621,0.933333333333333,5.35714285714286
"028",199.083333333333,1442.58333333333,1243.5,0.866666666666667,3.84615384615384
"029",486.923076923077,1458.03846153846,971.115384615385,0.966666666666667,10.3448275862069
"030",25.1871921182266,898.428571428571,873.241379310345,0.966666666666667,1.72413793103449
"031",98.4312169312169,915.074074074074,816.642857142857,0.95,3.50877192982456
"032",212.689655172414,1107.41379310345,894.724137931035,0.966666666666667,0
"033",177.436781609195,956.103448275862,778.666666666667,0.883333333333333,0
"034",411.600529100529,1642.78571428571,1231.18518518519,0.916666666666667,0
"035",429.070197044335,1255.03448275862,825.964285714286,0.966666666666667,1.72413793103449
"036",367.922360248447,1650.5652173913,1282.64285714286,0.933333333333333,8.92857142857143
"037",194.88275862069,1142.48275862069,947.6,1,1.66666666666667
"038",97.3499361430395,794.275862068965,696.925925925926,0.966666666666667,3.44827586206896
"039",229.546296296296,1104.2962962963,874.75,0.95,3.50877192982456
"040",295.666666666667,1077.88888888889,782.222222222222,0.95,5.26315789473685
"041",183.884285714286,1068.92,885.035714285714,0.966666666666667,8.62068965517241
"042",255.590804597701,1250.72413793103,995.133333333333,0.983333333333333,0
"043",180.793103448276,1459.8275862069,1279.03448275862,1,3.33333333333333
"044",184.578544061303,1136.88888888889,952.310344827586,0.983333333333333,5.08474576271186
"045",254.198850574713,969.965517241379,715.766666666667,1,1.66666666666667
"046",159.868700265252,900.730769230769,740.862068965517,0.966666666666667,5.17241379310345
"047",116.862068965517,1035.72413793103,918.862068965517,0.983333333333333,1.69491525423728
"048",330.111111111111,1548,1217.88888888889,0.95,10.5263157894737
"049",140.157142857143,863.55,723.392857142857,0.9,11.1111111111111
"050",108.168719211823,835.892857142857,727.724137931035,0.966666666666667,1.72413793103449
"051",220.64039408867,979.068965517241,758.428571428571,0.966666666666667,1.72413793103449
"052",76.8620689655172,972.068965517241,895.206896551724,1,3.33333333333333
"053",108.653846153846,830,721.346153846154,0.866666666666667,3.84615384615384
"054",52.3358320839582,1184.95652173913,1132.62068965517,0.9,3.70370370370371
"055",192.60989010989,1263.53846153846,1070.92857142857,0.9,0
"056",97.0714285714284,1086.67857142857,989.607142857143,1,6.66666666666667
"057",179.551428571429,1006.48,826.928571428571,0.933333333333333,5.35714285714286
"058",96.8201058201058,944.190476190476,847.37037037037,0.866666666666667,7.69230769230769
"059",83.9259259259261,1201.66666666667,1117.74074074074,0.95,5.26315789473685
"060",217.371352785146,1126.92307692308,909.551724137931,0.966666666666667,5.17241379310345
"061",240,1064.20689655172,824.206896551724,1,3.33333333333333
"062",163.787267080745,934.608695652174,770.821428571429,0.866666666666667,1.92307692307693
"063",160.123015873016,992.444444444444,832.321428571429,0.966666666666667,5.17241379310345
"064",233.394636015326,1177.1724137931,943.777777777778,0.95,1.75438596491229
"065",166.494708994709,1089.64285714286,923.148148148148,0.933333333333333,1.78571428571429
"066",231.738095238095,1004.66666666667,772.928571428571,0.933333333333333,7.14285714285714
"067",200.670344827586,987.36,786.689655172414,0.933333333333333,3.57142857142857
"068",289.675606641124,998.379310344828,708.703703703704,0.966666666666667,3.44827586206896
"069",319.034482758621,1145.86206896552,826.827586206897,0.966666666666667,0
"070",399.328042328042,1361.18518518519,961.857142857143,0.966666666666667,5.17241379310345
"071",169.946086956522,931.826086956522,761.88,0.9,11.1111111111111
"072",255.200510855683,1211.40740740741,956.206896551724,0.95,1.75438596491229
"073",386.128078817734,1164.41379310345,778.285714285714,0.966666666666667,1.72413793103449
