"Participant","Sex","Age","NativeLanguage","EducationLevel","VGexp","Handedness","Inclusion","antisaccade","categoryswitch","colorshape","dualnback","keeptrack","lettermemory","stopsignal","stroop","numberletter","SF","Flight","Bonus","Mine","Fortress","SF_multi_01","SF_multi_02","SF_multi_03","SF_multi_04","SF_multi_05","keeptrack_asin","dualnback_asin","lettermemory_asin","zscore_antisaccade","zscore_categoryswitch","zscore_colorshape","zscore_dualnback","zscore_keeptrack","zscore_lettermemory","zscore_stopsignal","zscore_stroop","zscore_numberletter","zscore_SF","zscore_inhibition","zscore_WM","zscore_shifting","zscore_EF"
64,"woman",20,"french",14,6.5,"right-handed",1,507.068181818182,233.394636015326,191.816784869976,0.833333333333333,0.714285714285714,0.5,160.037037037037,-44.175,454.18099698896,540,-880,550,620,250,-900,-890,-1100,540,-200,1.00685368543427,1.16954918487654,0.785398163397448,-0.810403806955319,-0.391359873477936,-0.613995217879685,-0.75684955452909,-0.851090339830338,-1.19130453646448,1.06054420540052,1.67999631605895,-0.249047215650728,-0.765038332781534,0.643378904834717,-0.933081476941304,-0.418134102336116,-0.235945558147568
65,"man",21,"french",15,5.5,"right-handed",1,520.952941176471,166.494708994709,249.904519331243,0.85,0.535714285714286,1,166.075471698113,75.63,207.573101371696,35,-755,200,340,250,35,-1395,0,-760,-255,0.821142888340209,1.19369195874213,1.5707963267949,-1.03290217720648,0.189640328737692,-1.14240936652055,-0.513246479264453,-2.44551022710939,1.43258140460919,0.927758825341654,0.211666047276143,0.835872264176141,-1.17059781962674,0.0355075651371054,-0.508725100588217,-0.038965591202239,-0.17072770888445
67,"man",20,"french",15,3.5,"right-handed",1,434.206896551724,200.670344827586,77.2951406649616,0.925,0.892857142857143,0.833333333333333,173.962962962963,40.2380952380952,175.345667299178,2500,-420,450,970,1500,1915,1635,2500,1895,2315,1.23732315454306,1.32476043658762,1.15026199151093,0.357172584385869,-0.107161958111291,0.427788519854074,0.582967359426398,0.743329547448719,0.557952757584629,0.754312628752768,0.645429287806864,0.977652684152537,0.80901432903351,0.585638166981833,0.628083221486582,0.432759748631773,0.548827045700063
68,"woman",23,"french",17,3,"right-handed",1,425.534090909091,289.675606641124,205.557277541005,0.916666666666667,0.964285714285714,0.916666666666667,202.792452830189,102.853846153846,178.55637336902,2150,-100,450,1050,750,1265,1345,1660,990,2150,1.38067072344843,1.30738282468938,1.27795355506632,0.496151235091754,-0.880138513018206,-0.738990120917421,0.461165821794085,1.38109750236034,0.995267081096911,0.120351182817234,-0.121989454083386,0.963527598860961,0.527933496566538,0.164837654608534,0.945843468417111,-0.218533678358222,0.297382481555808
69,"woman",33,"french",15,6.5,"right-handed",1,452.7,319.034482758621,48.8492424242424,0.883333333333333,0.892857142857143,0.666666666666667,235.150943396226,130.819645732689,193.176307007786,2510,-150,600,1060,1000,-700,-1345,1290,1445,2510,1.23732315454306,1.24623145923122,0.95531661812451,0.0608271258906783,-1.13510908953068,0.686555972924862,-0.026040328735191,0.743329547448719,-0.316675889439924,-0.591213106457858,-0.464738337788812,0.899209095356554,0.817045209961138,-0.331708106118664,0.133537776424535,0.150218659583578,-0.0159838900368504
70,"man",22,"french",14,10,"right-handed",1,431.179775280899,399.328042328042,318.438220551379,0.891666666666667,0.821428571428571,0.75,200.754716981132,112.5,598.338017174083,1650,-50,500,700,500,560,1070,640,1650,1580,1.13450940007873,1.26052180642484,1.0471975511966,0.405681134799391,-1.83242785240571,-1.76584868153796,0.0957612088971366,0.105561592537092,0.120638434072353,0.165161062258474,-0.240212730821782,-0.883247345217408,0.126389450185149,0.110209822078694,0.107320411835527,-1.49384129305369,-0.425437019713157
71,"woman",22,"french",17,5.5,"right-handed",1,421.772727272727,169.946086956522,116.837643255951,0.833333333333333,0.785714285714286,0.583333333333333,214.433962264151,130.189814814815,212.5091714105,675,-575,50,700,500,-475,485,415,675,660,1.08952095285255,1.16954918487654,0.869122203007293,0.55642576037644,0.159666435147076,0.0680771619308347,-0.75684955452909,-0.213322384918712,-0.753990212952206,-0.13564599880535,-0.457019129066892,0.814156663686206,-0.656621440258559,-0.0120797891652674,-0.574720717466669,0.347300086921372,-0.0798334732368547
72,"man",33,"french",17,3,"right-handed",1,573.518072289157,255.200510855683,25.132486631016,0.891666666666667,0.714285714285714,1,197.074074074074,89.1239935587762,411.621693121693,1520,-100,150,720,750,10,90,945,1315,1520,1.00685368543427,1.26052180642484,1.5707963267949,-1.87523985860311,-0.580735531359174,0.902303228989007,0.0957612088971366,-0.851090339830338,1.43258140460919,0.246098522826706,0.0462836409566132,-0.0618130733784539,0.0219879981259878,-0.527619231606596,0.225750757891995,0.0865848747504599,-0.0717611996547135
73,"woman",24,"french",19,5.5,"right-handed",1,428.52808988764,386.128078817734,120.281871345029,0.925,0.964285714285714,0.75,190.018867924528,227.005952380952,219.05291005291,1230,-560,400,890,500,640,-505,575,1050,1230,1.38067072344843,1.32476043658762,1.0471975511966,0.448173457726595,-1.71779123305089,0.0367456102651612,0.582967359426398,1.38109750236034,0.120638434072353,0.401242741907188,-1.64359786363555,0.785368333506118,-0.210907548775218,-0.264727221333924,0.694901098619696,-0.298559096426536,0.0438715936197453
74,"woman",33,"french",12,3.5,"left-handed",1,503.089887640449,228.533333333333,251.744444444445,0.766666666666667,0.642857142857143,0.333333333333333,218.037037037037,434.657407407407,956.22991202346,925,-555,850,380,250,85,-850,-385,485,925,0.930274014115472,1.082182020048,0.615479708670387,-0.746653046277076,-0.349141324563841,-1.15914684942073,-1.73126185558761,-1.48885829474196,-2.06593318348904,-0.214877733510077,-3,-2.45774635881289,-0.455849417067865,-1.32051025992905,-1.76201777793954,-1.32201151093249,-1.46817984960036
75,"woman",31,"french",17,7,"right-handed",1,724.880952380952,224.759523809524,125.241049273307,0.908333333333333,0.75,0.666666666666667,213.962962962963,50.85,735.441028225806,-855,-1745,150,490,250,-3255,-2050,-2270,-1220,-855,1.0471975511966,1.29098701108241,0.95531661812451,-3,-0.316367236547563,-0.00836718002065964,0.339364284161759,-0.532206362374525,-0.316675889439924,-0.125288708426958,0.515369766323243,-1.48641427570282,-1.88534622218561,-0.869972980701238,-0.169839322550897,-0.603716230757016,-0.547842844669717
76,"woman",33,"french",15,2,"right-handed",1,443.223529411765,404.655172413793,344.168417104276,0.833333333333333,0.678571428571429,0.666666666666667,307.37037037037,285.482905982906,825.060689655172,-915,-1625,150,310,250,-2690,-915,-2930,-3080,-2835,0.968001774042632,1.16954918487654,0.95531661812451,0.212684223821339,-1.87869193362207,-1.99991186255128,-0.75684955452909,-1.16997431728614,-0.316675889439924,-2.17932071987812,-2.3602914991262,-1.88068436270405,-1.93353150775138,-1.44230933172766,-0.747833253751719,-1.9197627196258,-1.36996843503506
77,"woman",19,"french",14,5.5,"right-handed",1,473.233333333333,118.869565217391,224.665750915751,0.95,0.964285714285714,0.75,211.222222222222,230.972307692308,641.213362068966,1095,-395,250,740,500,570,-300,635,700,1095,1.38067072344843,1.38562501074904,1.0471975511966,-0.268212296730862,0.603246432622421,-0.912816622911157,0.948371972323347,1.38109750236034,0.120638434072353,-0.0650197279164899,-1.69220952058152,-1.07187186903617,-0.319324441298193,-0.675147181742958,0.816702636252012,-0.460480686441636,-0.106308410644194
78,"woman",18,"french",15,2,"right-handed",1,476.944444444444,207.142857142857,-2.89247311827955,0.975,0.75,0.75,157.423076923077,102.730434782609,315.7803897309,700,-810,350,910,250,185,-115,700,-130,505,1.0471975511966,1.47860834196894,1.0471975511966,-0.327681543027179,-0.16337324460278,1.15724147686461,1.3137765852203,-0.532206362374525,0.120638434072353,1.11802527568987,-0.12047692412304,0.359828321194109,-0.63654423793949,0.223288936179883,0.300736218972708,0.451232184485312,0.325085779879301
80,"man",22,"french",17,3,"right-handed",1,414.195402298851,130.769230769231,43.7365362262689,0.625,0.678571428571429,1,187.622641509434,27.3927272727273,337.940303124033,2115,-735,500,850,1500,1040,925,2020,415,2115,0.968001774042632,0.922710887939562,1.5707963267949,0.677849719844946,0.499902402220314,0.733065383524349,-3,-1.16997431728614,1.43258140460919,0.45393584087974,0.802862137831509,0.262338653836503,0.499825413319841,0.644882566185398,-0.912464304225652,0.498435479860389,0.0769512472733786
81,"man",22,"french",15,8,"right-handed",1,438.563218390805,94.7072463768116,53.3908045977012,0.966666666666667,1,0.833333333333333,180.961538461538,-0.694814814814777,149.088992974239,2110,-150,300,960,1000,1085,2110,2020,1615,1745,1.5707963267949,1.44023681690988,1.15026199151093,0.287364063800568,0.813086902673291,0.645242161469743,1.19197504758799,1.69998147981615,0.557952757584629,0.600413719580271,1.14710309791539,1.09316552034659,0.495809972856027,0.678293627098742,1.14996976166292,0.850498194829874,0.892920527863846
82,"woman",31,"french",20,6,"right-handed",1,529.906976744186,168.851282051282,46.4354005167959,0.941666666666667,0.928571428571429,1,171.148148148148,51.6043956043956,469.964691046658,2920,-100,650,1120,1250,1540,925,1560,2920,1020,1.30024656381632,1.36346742528384,1.5707963267949,-1.17638743824546,0.169174395763163,0.708514278379648,0.826570434691035,1.06221352490453,1.43258140460919,0.816210500628381,0.506123892607032,-0.318485532311119,1.14631132799388,0.0486489849966508,1.10712178806825,0.186401047277231,0.447390606780711
83,"man",21,"french",15,3,"right-handed",1,508.222222222222,351.733333333333,186.468289637953,0.866666666666667,0.928571428571429,0.583333333333333,302.867924528302,154.588571428571,482.148745519713,1205,-685,700,690,500,450,1055,470,1205,1190,1.30024656381632,1.21914613830565,0.869122203007293,-0.828896897291063,-1.41908606293263,-0.565340874914671,-0.269643403999814,1.06221352490453,-0.753990212952206,-2.08031178529657,-0.75605032857144,-0.372087701081921,-0.230984751094287,-1.22175300371969,0.0128599693175043,-0.785504879643075,-0.664799304681754
84,"man",21,"french",16,6,"right-handed",1,435.022471910112,-1.64428571428562,51.3935580524345,0.9,0.964285714285714,0.75,196.962962962963,4.13166666666666,333.951123374064,3110,-50,950,960,1250,2080,2140,2595,3110,3090,1.38067072344843,1.27540813090181,1.0471975511966,0.344103276998124,1.64986299678564,0.6634107704305,0.217562746529448,1.38109750236034,0.120638434072353,0.248541859874425,1.08794973327302,0.279888533204474,1.2988980656188,0.560198290048523,0.573099560987379,0.864387433473538,0.66589509483648
85,"woman",23,"french",16,5.5,"right-handed",1,514.101123595506,224.714814814815,34.1635455680399,0.9,0.857142857142857,0.666666666666667,181.396226415094,38.8461538461538,284.827380952381,-975,-1295,0,70,250,-1955,-1100,-2070,-2105,-975,1.18319964013972,1.27540813090181,0.95531661812451,-0.923104217754425,-0.315978956079652,0.820149236174655,0.217562746529448,0.424445569992906,-0.316675889439924,0.590854916950177,0.66248892369985,0.496002072237287,-1.98171679331714,0.110079874298534,0.10844414236081,0.333390784110763,0.183971600256702
86,"woman",22,"french",17,3,"right-handed",1,484.261363636364,432.060740740741,201.604395604396,0.825,0.714285714285714,0.416666666666667,214.192307692308,89.15,298.12750385208,-15,-1055,200,590,250,-970,-15,-865,-965,-825,1.00685368543427,1.157894280365,0.701674123787604,-0.444932591709543,-2.11669878129597,-0.703031432519892,-0.878651092161403,-0.851090339830338,-1.62861885997676,-0.130332006692133,0.0459649059719946,0.437489905050355,-1.21075222426488,-0.176433230809894,-1.11945343065617,-0.794080102921835,-0.696655588129298
89,"man",34,"french",17,10,"right-handed",1,534.818181818182,190.285714285714,86.5483870967741,0.908333333333333,0.892857142857143,0.833333333333333,208.698113207547,194.274928774929,716.774147727273,1715,-205,750,920,250,1695,640,1260,715,1715,1.23732315454306,1.29098701108241,1.15026199151093,-1.25508776691057,-0.0169754255773642,0.343613325541913,0.339364284161759,0.743329547448719,0.557952757584629,-0.00951448630410186,-1.24244638674421,-1.4042917539167,0.178590176214729,-0.835682879986294,0.546882196398369,-0.359217951317384,-0.216006211635103
91,"man",35,"french",17,7,"right-handed",1,457.483146067416,222.557471264368,45.4420995670995,0.916666666666667,0.678571428571429,0.583333333333333,168.884615384615,112.868131868132,360.506733021077,1980,-50,500,1030,500,1030,1455,1380,1980,1265,0.968001774042632,1.30738282468938,0.869122203007293,-0.015821102372491,-0.297243254937975,0.717550166601936,0.461165821794085,-1.16997431728614,-0.753990212952206,0.865985661767226,-0.244724555577692,0.163060569798806,0.391408520796866,0.201813334605681,-0.487599569481421,0.194455827154256,-0.0304434692404948
92,"man",23,"french",16,3.5,"right-handed",1,395.058139534884,262.783068783069,138.399953249182,0.9,0.5,0.833333333333333,217,178.905844155844,891.099616858237,1500,-440,550,890,500,805,815,1340,1500,1090,0.785398163397448,1.27540813090181,1.15026199151093,0.984517604118282,-0.646587138159362,-0.128071470538228,0.217562746529448,-2.7643942045652,0.557952757584629,-0.192073254398011,-1.05408286143486,-2.1712140652107,0.00592623627073229,-0.0872128372381948,-0.662959566817041,-0.981957557969429,-0.577376654008221
93,"woman",31,"french",16,6.5,"right-handed",1,595.372093023256,382.586206896552,202.039402173913,0.875,0.714285714285714,0.416666666666667,171.192307692308,136.950549450549,400.917763157895,-615,-835,0,-30,250,-1470,-615,-855,-845,-975,1.00685368543427,1.23246031474537,0.701674123787604,-2.2254428308908,-1.68703143413819,-0.706988612606469,-0.147841866367502,-0.851090339830338,-1.62861885997676,0.815239430776072,-0.539878703415679,-0.0147225205826497,-1.69260507992254,-0.650027367843467,-0.875850355391533,-0.802914189109101,-0.776263970781367
95,"man",24,"french",17,6.5,"right-handed",1,450.425287356322,12.4137931034483,58.4610717896866,0.833333333333333,0.678571428571429,0.666666666666667,134.264150943396,160.336296296296,547.286521388216,2080,-300,700,930,750,340,1445,2080,1870,1670,0.968001774042632,1.16954918487654,0.95531661812451,0.0972785934997243,1.52777397517356,0.599118811222349,-0.75684955452909,-1.16997431728614,-0.316675889439924,1.62729083217421,-0.826494453607259,-0.658652905068797,0.471717330073143,0.299358324022225,-0.747833253751719,0.489413293775704,0.0136461213487366
96,"man",32,"french",17,7,"right-handed",1,459.845238095238,253.666666666667,251.05543071161,0.891666666666667,0.714285714285714,0.583333333333333,182.547169811321,100.546296296296,536.883962264151,2620,-100,200,1020,1500,1570,2320,2500,2070,2620,1.00685368543427,1.26052180642484,0.869122203007293,-0.0536727937854869,-0.567414682986485,-1.15287900977412,0.0957612088971366,-0.851090339830338,-0.753990212952206,0.565545633191691,-0.09370811939313,-0.612888194228944,0.905384900165043,0.139388240004358,-0.503106447961803,-0.777727295663184,-0.38048183454021
98,"man",20,"french",14,2,"right-handed",1,467.579545454545,231.13141025641,411.801703877791,0.9,0.857142857142857,0.916666666666667,206.830188679245,-6.85454545454547,603.80612244898,2080,-350,0,680,1750,1170,745,2080,1960,1715,1.18319964013972,1.27540813090181,1.27795355506632,-0.177612340598016,-0.371704625973936,-2.61516026191932,0.217562746529448,0.424445569992906,0.995267081096911,0.0315612365170296,1.22259676634213,-0.907303565784194,0.471717330073143,0.358848554087046,0.545758465873088,-1.29805615122582,-0.131149710421895
99,"man",30,"french",20,9,"right-handed",1,441.588235294118,199.642857142857,178.597802197802,0.916666666666667,0.75,0.583333333333333,193.339622641509,19.2275641025641,132.610526315789,3610,-100,1150,1060,1500,940,2310,2990,2670,3610,1.0471975511966,1.30738282468938,0.869122203007293,0.238889235134016,-0.0982386217313033,-0.49374440177542,0.461165821794085,-0.532206362374525,-0.753990212952206,0.328219234669629,0.90293439051129,1.16566039903115,1.70044211200019,0.490014286771645,-0.275010251177549,0.191225791841477,0.135409942478525
100,"man",30,"french",20,7,"right-handed",1,434.295454545455,115.026666666667,209.347918043622,0.883333333333333,0.892857142857143,0.833333333333333,180.018867924528,53.6836363636364,314.712023460411,3160,-100,550,960,1750,2260,3160,2020,2435,2170,1.23732315454306,1.24623145923122,1.15026199151093,0.355753473779094,0.636620532333722,-0.773472926841442,-0.026040328735191,0.743329547448719,0.557952757584629,0.62114307620212,0.480640714585411,0.364528460155769,1.33905247025694,0.485845754855542,0.425080658766052,0.0758920218826828,0.328939478501426
101,"woman",22,"french",14,6.5,"right-handed",1,403.842696629213,191.422068965517,-45.9296296296296,0.825,0.821428571428571,0.416666666666667,209.259259259259,-52.2459893048128,349.676212938006,1210,-400,350,760,500,390,110,1110,1070,1210,1.13450940007873,1.157894280365,0.701674123787604,0.843748175824256,-0.0268442300463252,1.54874310158424,-0.878651092161403,0.105561592537092,-1.62861885997676,-0.0218541067400768,1.7789143736966,0.210708039420039,-0.226969310630473,0.866936147593592,-0.800569453200357,0.577535636985985,0.21463411045974
102,"man",26,"french",18,6,"right-handed",1,472.921348314607,144.604895104895,127.014574314574,0.933333333333333,0.75,0.833333333333333,185.961538461538,45.3160535117057,364.559198542805,2280,-370,500,650,1500,2050,2085,2280,1665,1520,1.0471975511966,1.34334645746675,1.15026199151093,-0.263212846872347,0.379744965063005,-0.024500632865154,0.704768897058709,-0.532206362374525,0.557952757584629,0.490463552432806,0.583193823203898,0.145232272878933,0.632334948625699,0.270148176254786,0.243505097422938,0.166825535025595,0.226826269567773
103,"man",27,"french",17,3,"left-handed",1,450.25,263.33023872679,153.647374847375,0.883333333333333,0.892857142857143,0.916666666666667,160.735849056604,184.766025641026,570.397225725094,2290,-150,250,940,1250,775,1910,990,2290,2130,1.23732315454306,1.24623145923122,1.27795355506632,0.100087511544385,-0.651339099216812,-0.266774647336247,-0.026040328735191,0.743329547448719,0.995267081096911,1.04517730572932,-1.12590525495143,-0.760325453974174,0.640365829553327,0.00645318744075642,0.570852099936813,-0.559479733509078,0.00594185128949716
107,"man",21,"french",14,2,"right-handed",1,393.129411764706,-74.3227513227514,518.498013090229,0.95,0.714285714285714,0.75,251.37037037037,72.735,143.826422372228,1090,-220,150,910,250,395,-585,-320,580,1090,1.00685368543427,1.38562501074904,1.0471975511966,1.01542478619102,2.28104758989031,-3,0.948371972323347,-0.851090339830338,0.120638434072353,-0.947878847826508,0.247147171837941,1.11631751775444,-0.323339881762007,0.104897703400817,0.0726400221884536,0.132455035881581,0.103330920490284
109,"man",23,"french",18,2,"right-handed",1,396.162790697674,333.51724137931,47.0618854829381,0.95,0.785714285714286,0.916666666666667,214.981132075472,-8.12695652173909,786.908974358974,2445,-335,550,980,1250,1590,2055,905,2050,2445,1.08952095285255,1.38562501074904,1.27795355506632,0.966815958949322,-1.26088629231698,0.702815252189513,0.948371972323347,-0.213322384918712,0.995267081096911,-0.147678281247909,1.23819143838665,-1.71284083518823,0.764844483931557,0.685776372029356,0.576772222833849,-0.756970625105232,0.168525989919324
110,"man",24,"french",19,5.5,"left-handed",1,371.546511627907,267.231034482759,40.3170163170163,0.741666666666667,0.785714285714286,1,158.603773584906,23.5357142857143,262.540209159755,3670,-440,650,960,2500,2095,2780,2730,3670,3165,1.08952095285255,1.05210432929187,1.5707963267949,1.3612831465568,-0.685216013945305,0.764172169119733,-2.09666646848456,-0.213322384918712,1.43258140460919,1.09206171662616,0.850133695078031,0.594051596432551,1.74862739756596,1.10115951942033,-0.292469149598029,0.224335917202326,0.344342095674876
111,"woman",35,"french",20,2,"right-handed",1,536.741573033708,149.724285714286,85.0760079312624,0.9,0.821428571428571,0.833333333333333,191.62962962963,159.961538461538,155.914285714286,-235,-1595,50,810,500,-1015,-545,-1275,-315,-235,1.13450940007873,1.27540813090181,1.15026199151093,-1.28590943257772,0.33528502150641,0.357007306051503,0.217562746529448,0.105561592537092,0.557952757584629,0.365822038165048,-0.82190142099394,1.06313852939943,-1.38743160467269,-0.58066293846887,0.29369236555039,0.58514361898578,0.0993910153557664
112,"man",21,"french",17,6,"right-handed",1,423.931818181818,137.583333333333,102.801645606818,0.9,1,0.75,130.555555555556,119.565476190476,240.852459016393,2170,-590,1000,1010,750,670,1305,1605,2170,1555,1.5707963267949,1.27540813090181,1.0471975511966,0.52182709027345,0.440724535457601,0.195760223025899,0.217562746529448,1.69998147981615,0.120638434072353,1.70884296872928,-0.326807218145685,0.689464042758556,0.543995258421793,0.634620946952347,0.679394220139317,0.441982933747352,0.585332700279672
113,"woman",18,"french",12,4.5,"right-handed",1,384.317647058824,343.562857142857,144.021435354769,0.85,0.678571428571429,0.416666666666667,247.660377358491,19.7983333333334,207.310569663693,355,-1415,450,820,500,-320,-90,-120,355,-1020,0.968001774042632,1.19369195874213,0.701674123787604,1.15663020686149,-1.34812861155303,-0.179209128229188,-0.513246479264453,-1.16997431728614,-1.62861885997676,-0.866295977472102,0.895939041919592,0.837027238405055,-0.913609629942648,0.39542442376966,-1.10394655217578,-0.230103500459054,-0.312875209621726
115,"man",20,"french",13,7,"right-handed",1,428.64367816092,205.315934065934,75.9904239019407,0.825,0.75,0.416666666666667,190.339622641509,61.2142857142857,580.227459016393,1820,-100,300,1120,500,1020,1020,1635,1630,1820,1.0471975511966,1.157894280365,0.701674123787604,0.44632119642618,-0.147507118518703,0.439657304270324,-0.878651092161403,-0.532206362374525,-1.62861885997676,0.394189334958108,0.388345064277428,-0.803572291478213,0.262914425954821,0.409618531887239,-1.01315877150423,-0.170474035242198,-0.258004758286396
117,"woman",32,"french",17,4.5,"right-handed",1,437.556818181818,269.888888888889,168.318681318681,0.866666666666667,0.892857142857143,0.5,187.018867924528,55.465034965035,420.138233514822,1270,-290,300,510,750,285,1010,580,1005,1270,1.23732315454306,1.21914613830565,0.785398163397448,0.303491272097221,-0.708298459864048,-0.400237003724992,-0.269643403999814,0.743329547448719,-1.19130453646448,0.467212842195668,0.45880789051963,-0.0992804892132581,-0.178784025064707,0.409837334937506,-0.239206131005192,-0.402605317600766,-0.0773247045561507
118,"man",35,"french",17,6,"right-handed",1,454.681818181818,315.938808373591,36.8641715727501,0.766666666666667,0.642857142857143,0.333333333333333,196.11320754717,113.475714285714,453.712765957447,-1095,-1405,0,60,250,-1615,-2305,-1160,-1095,-1375,0.930274014115472,1.082182020048,0.615479708670387,0.0290691887014112,-1.10822434505044,0.795582105018457,-1.73126185558761,-1.48885829474196,-2.06593318348904,0.267228009874606,-0.252171086644975,-0.246987293903793,-2.07808736444868,0.014708703977014,-1.76201777793954,-0.186543177978592,-0.644617417313705
119,"woman",27,"french",12,5.5,"right-handed",1,628.701298701299,285.767816091954,130.183512544803,0.916666666666667,0.785714285714286,0.666666666666667,161.660377358491,117.541666666667,983.274064598657,-255,-1285,150,630,250,-1925,-465,-990,-530,-255,1.08952095285255,1.30738282468938,0.95531661812451,-2.75953159352414,-0.846200851194084,-0.0533279199430914,0.461165821794085,-0.213322384918712,-0.316675889439924,1.02484689746431,-0.302003405432862,-2.57672360352276,-1.40349336652794,-0.678896033830898,-0.0229441508548502,-1.15875079155331,-0.620196992079686
120,"woman",25,"french",17,4.5,"right-handed",1,415.227272727273,178.866459627329,78.064449064449,0.908333333333333,0.821428571428571,0.583333333333333,136.111111111111,62.4417391304347,345.313636363636,1340,-220,350,710,500,-505,-75,245,815,1340,1.13450940007873,1.29098701108241,0.869122203007293,0.661314360267598,0.0821964205089374,0.420790253408884,0.339364284161759,0.105561592537092,-0.753990212952206,1.58667611634321,0.373301393274946,0.229900629729946,-0.122567858571312,0.873763956628586,-0.103021445417785,0.244295767882589,0.33834609303113
121,"woman",23,"french",16,7,"left-handed",1,410.093023255814,189.269476372925,59.0009990009991,0.85,0.857142857142857,0.75,213.716981132075,63.2230769230769,633.433589829374,960,-540,200,550,750,-450,-20,-340,960,160,1.18319964013972,1.19369195874213,1.0471975511966,0.743588896713239,-0.0081497891510698,0.594207186068781,-0.513246479264453,0.424445569992906,0.120638434072353,-0.119879559742683,0.363725316057129,-1.03764576921799,-0.427741333821168,0.329144884342562,0.0106125082669352,-0.150529457433425,0.063075978392024
122,"man",22,"french",18,3,"right-handed",1,394.258426966292,35.4444444444445,76.2526542324247,0.941666666666667,0.857142857142857,0.833333333333333,181.192307692308,84.3076923076923,281.075366568915,3170,-50,650,820,1750,1340,2870,2920,3170,3130,1.18319964013972,1.36346742528384,1.15026199151093,0.997332715895849,1.32776160322953,0.437271839970233,0.826570434691035,0.424445569992906,0.557952757584629,0.595339096481141,0.105312236679187,0.51250857330865,1.34708335118457,0.565994683018725,0.602989587422857,0.759180672169469,0.642721647537017
123,"man",21,"french",14,3.5,"right-handed",1,408.704545454545,36.506734006734,114.673913043478,0.958333333333333,0.928571428571429,0.916666666666667,212.962962962963,144.331908831909,319.923913043478,1320,-240,300,760,500,960,-90,1320,820,550,1.30024656381632,1.41066464910998,1.27795355506632,0.765838763631375,1.31853602589352,0.0877602442323974,1.07017350995566,1.06221352490453,0.995267081096911,-0.103298674997465,-0.630344655624809,0.341599427323211,-0.138629620426568,0.0107318110030337,1.0425513719857,0.58263189914971,0.545305027379481
124,"woman",21,"french",16,6.5,"left-handed",1,507.081395348837,117.846666666667,57.9856910569105,0.941666666666667,0.714285714285714,0.916666666666667,197.807692307692,28.5559440559441,184.076791076791,1520,-600,150,970,1000,1110,350,1520,800,285,1.00685368543427,1.36346742528384,1.27795355506632,-0.810615549122407,0.612129914134046,0.603443268141178,0.826570434691035,-0.851090339830338,0.995267081096911,0.22996623334496,0.788605751103465,0.939241236524707,0.0219879981259878,0.0693188117753395,0.323582391985869,0.718271472933311,0.370390892231506
125,"woman",20,"french",16,3.5,"right-handed",1,453.670454545455,191.533333333333,8.91898527004912,0.925,0.928571428571429,0.916666666666667,166.811320754717,186.607085346216,385.027777777778,485,-895,200,680,500,355,-575,-30,0,485,1.30024656381632,1.32476043658762,1.27795355506632,0.0452759341706957,-0.0278105183978888,1.04979466754486,0.582967359426398,1.06221352490453,0.995267081096911,0.911577479987871,-1.14846928559929,0.0551834109768517,-0.809208177883487,-0.0638719571469081,0.88014932180928,0.359055853374609,0.39177773934566
126,"man",22,"french",15,6,"left-handed",1,430.476744186047,180.558518518518,98.5958646616541,0.908333333333333,0.892857142857143,0.75,249.407407407407,165.92,657.180214458665,2185,-85,200,570,1500,1390,890,1455,1915,2185,1.23732315454306,1.29098701108241,1.0471975511966,0.416946960068958,0.0675015381417473,0.23401949028981,0.339364284161759,0.743329547448719,0.120638434072353,-0.904713226650094,-0.89492833499838,-1.14211596704344,0.556041579813235,-0.460898200526505,0.40111075522761,-0.280198312870627,-0.113328586056507
127,"man",20,"french",15,6,"left-handed",1,443.903614457831,66.7289562289562,93.1258662369057,0.783333333333333,0.678571428571429,0.666666666666667,200.679245283019,123.993311036789,126.782590051458,2490,-100,300,1040,1250,1180,1395,805,2375,2490,0.968001774042632,1.10292476069722,0.95531661812451,0.201786100888331,1.05606761965587,0.283779126940946,-1.48765878032299,-1.16997431728614,-0.316675889439924,0.16682068742296,-0.38107476899926,1.19129964940688,0.800983448105882,-0.00415599356265655,-0.991436329016352,0.843715465334565,-0.0506256190814814
128,"woman",20,"french",15,6.5,"right-handed",1,378.151162790698,158.107142857143,63.0087614496217,0.933333333333333,0.928571428571429,0.666666666666667,216.471698113208,-44.5723076923077,367.928266178266,1310,-1260,500,820,1250,500,505,1130,740,1310,1.30024656381632,1.34334645746675,0.95531661812451,1.25544594175706,0.262483123028349,0.557749259074643,0.704768897058709,1.06221352490453,-0.316675889439924,-0.18045587824659,1.68486571976193,0.130410496400865,-0.146660501354195,0.919951927757465,0.483435510841106,0.316880959501286,0.573422799366619
129,"man",22,"french",17,6,"right-handed",1,444.46511627907,94.2273307790549,138.121568627451,0.916666666666667,0.785714285714286,0.833333333333333,242.074074074074,185.980072463768,607.458973233875,1805,-155,200,1010,750,1680,400,1645,1805,1350,1.08952095285255,1.30738282468938,1.15026199151093,0.192788232297677,0.81725478553596,-0.125539053423824,0.461165821794085,-0.213322384918712,0.557952757584629,-0.743452981500485,-1.14078461472399,-0.923373809453862,0.250868104563379,-0.563816454642267,0.268598731486668,-0.0772193591139085,-0.124145694089836
