"Participant","Sex","Age","NativeLanguage","EducationLevel","VGexp","Handedness","Inclusion","antisaccade","categoryswitch","colorshape","dualnback","keeptrack","lettermemory","stopsignal","stroop","numberletter","SF","Flight","Bonus","Mine","Fortress","SF_multi_01","SF_multi_02","SF_multi_03","SF_multi_04","SF_multi_05","keeptrack_asin","dualnback_asin","lettermemory_asin","zscore_antisaccade","zscore_categoryswitch","zscore_colorshape","zscore_dualnback","zscore_keeptrack","zscore_lettermemory","zscore_stopsignal","zscore_stroop","zscore_numberletter","zscore_SF","zscore_inhibition","zscore_WM","zscore_shifting","zscore_EF"
24,"woman",26,"french",20,7,"right-handed",1,400.193181818182,336.551724137931,231.167593622544,0.858333333333333,0.928571428571429,0.833333333333333,189.566037735849,136.481481481481,623.229432624114,1295,-1155,550,900,1000,385,760,240,1180,1295,1.30024656381632,1.20623764232681,1.15026199151093,0.90223036314262,-1.28723961099601,-0.971962769862331,-0.391444941632141,1.06221352490453,0.557952757584629,0.411200492894123,-0.534129805647648,-0.992753901909795,-0.158706822745637,0.259767016796365,0.409573780285673,-1.08398542758938,-0.13821487683578
25,"man",20,"french",16,7,"right-handed",1,449.471264367816,101.964387464387,161.929198966408,0.941666666666667,0.785714285714286,0.833333333333333,161.592592592593,8.81833333333338,356.440838404327,3020,-710,100,630,3000,1445,2600,2790,-1350,3020,1.08952095285255,1.36346742528384,1.15026199151093,0.11256647531656,0.750061416291381,-0.34211297963031,0.826570434691035,-0.213322384918712,0.557952757584629,1.02633748673241,1.03050993922133,0.180947946282004,1.22662013727015,0.723137967090103,0.390400269118984,0.196298794314358,0.436612343507815
26,"man",20,"french",13,9,"right-handed",1,394.126436781609,23.3681318681319,184.649419729207,0.85,0.607142857142857,0.333333333333333,176.43137254902,-65.6162962962964,517.785630498534,2140,-100,150,840,1250,1835,365,1000,1520,2140,0.893378412739926,1.19369195874213,0.615479708670387,0.999447812039995,1.43263974527435,-0.548794927594942,-0.513246479264453,-1.80774227219777,-2.06593318348904,0.700032219437692,1.94278087725249,-0.528867558503347,0.51990261563891,1.21408696957673,-1.46230731165042,0.118325753058687,-0.0432981963383359
27,"man",23,"french",15,5.5,"right-handed",1,402.583333333333,101.298850574713,166.902760438341,0.916666666666667,0.714285714285714,0.75,226.037037037037,116.75,484.614601018676,2205,-85,450,840,1000,445,1290,1110,2205,1470,1.00685368543427,1.30738282468938,1.0471975511966,0.863929028344408,0.755841348866844,-0.387356614543579,0.461165821794085,-0.851090339830338,0.120638434072353,-0.390798000946022,-0.292300737518722,-0.382935912809153,0.572103341668491,0.0602767632932211,-0.0897620279879669,-0.00481705949529626,-0.0114341080633474
30,"man",22,"other",17,5.5,"right-handed",1,421.5,25.1871921182266,74.9080459770115,0.866666666666667,0.821428571428571,0.583333333333333,168.961538461538,276.737179487179,444.293906810036,2590,-150,600,890,1250,1095,1180,2030,1840,2590,1.13450940007873,1.21914613830565,0.869122203007293,0.560796118705234,1.41684190482496,0.449503510444718,-0.269643403999814,0.105561592537092,-0.753990212952206,0.864294120734189,-2.25310386141348,-0.205550243637442,0.88129225738216,-0.27600454065802,-0.306024008138309,0.55359839054408,-0.00947671941741651
33,"man",25,"french",15,8,"left-handed",1,392.835294117647,177.436781609195,80.9430641821946,0.908333333333333,0.857142857142857,0.75,211.518518518519,54.0370370370371,468.57079970653,2720,-100,500,1070,1250,490,1705,1870,2030,2720,1.18319964013972,1.29098701108241,1.0471975511966,1.02013791772208,0.0946126256474438,0.394603985846279,0.339364284161759,0.424445569992906,0.120638434072353,-0.0715352933770956,0.476309435375341,-0.312353287989089,0.985693709441321,0.474970686573441,0.294816096075672,0.0589544411682114,0.276247074605775
35,"woman",35,"french",17,6.5,"right-handed",1,495.544444444444,429.070197044335,240.09045691151,0.875,0.964285714285714,0.833333333333333,236,45.2815384615385,399.423728813559,890,-670,150,910,500,-635,-1060,-340,695,890,1.38067072344843,1.23246031474537,1.15026199151093,-0.625739981051242,-2.09072705651649,-1.05313252543993,-0.147841866367502,1.38109750236034,0.557952757584629,-0.60988388955838,0.583616839713134,-0.00814971009074176,-0.483957500314562,-0.217335676965496,0.597069464525821,-1.05066976401572,-0.223645325485132
36,"man",29,"french",17,9,"right-handed",1,541.367816091954,367.922360248447,117.273277074543,0.85,0.75,0.666666666666667,196.148148148148,70.4628571428572,560.776380153739,1745,-335,650,680,750,1365,725,1515,1745,1335,1.0471975511966,1.19369195874213,0.95531661812451,-1.36004334547344,-1.55968155130225,0.0641142758671002,-0.513246479264453,-0.532206362374525,-0.316675889439924,0.266459664891053,0.274994558275414,-0.717999790610302,0.202682818997613,-0.272863040768992,-0.454042910359634,-0.737855688681818,-0.488253879936815
37,"man",24,"french",15,10,"left-handed",1,613.852272727273,194.88275862069,77.7681922196797,0.916666666666667,1,0.833333333333333,211.222222222222,178.264957264957,599.497354497355,1035,-615,250,900,500,720,1035,215,-245,695,1.5707963267949,1.30738282468938,1.15026199151093,-2.52158119094366,-0.056898992121647,0.423485251068195,0.461165821794085,1.69998147981615,0.557952757584629,-0.0650197279164899,-1.04622815069027,-0.888347699537208,-0.367509726863959,-1.21094302318347,0.906366686398288,-0.173920480196887,-0.159498938994024
38,"woman",32,"french",12,10,"right-handed",1,438.056179775281,97.3499361430395,236.547462223944,0.941666666666667,0.857142857142857,0.75,202.518518518519,30.9303703703703,407.560734463277,1880,-350,800,680,750,1245,375,1225,1880,1655,1.18319964013972,1.36346742528384,1.0471975511966,0.295489178733953,0.790136155834682,-1.02090251098279,0.826570434691035,0.424445569992906,0.120638434072353,0.126375007488343,0.759504778452354,-0.0439474120043147,0.311099711520588,0.39378965489155,0.457218146252098,-0.091571255717475,0.253145515142058
39,"woman",27,"french",17,3,"right-handed",1,502.033707865169,229.546296296296,35.3199952221692,0.941666666666667,0.857142857142857,1,229.528301886792,32.4585714285714,247.814187068424,1220,-170,250,890,250,430,620,40,1220,1100,1.18319964013972,1.36346742528384,1.5707963267949,-0.72972813799253,-0.357938519307224,0.809629212195406,0.826570434691035,0.424445569992906,1.43258140460919,-0.467571031703349,0.740775143874977,0.658836822336434,-0.218938429702845,-0.152174675273634,0.894532469764376,0.370175838408205,0.370844544299649
40,"woman",24,"french",14,5,"right-handed",1,467.872093023256,295.666666666667,424.391390400792,0.983333333333333,0.928571428571429,0.833333333333333,164.148148148148,187.481481481482,396.593837535014,3730,-300,1150,1130,1750,2420,2130,3000,3730,3620,1.30024656381632,1.5707963267949,1.15026199151093,-0.182300312177465,-0.932168571066756,-2.72968647898401,1.43557812285261,1.06221352490453,0.557952757584629,0.970140734634833,-1.15918588601094,0.00430002987480503,1.79681268313173,-0.123781821184524,1.01858146844726,-1.21918500672532,-0.108128453154196
41,"man",25,"french",12,9,"right-handed",1,414.842696629213,183.884285714286,20.2285107446277,0.791666666666667,0.821428571428571,0.75,183.925925925926,54.0785714285714,198.403576751118,1715,-335,250,800,1000,635,860,1715,1520,1520,1.13450940007873,1.11353541568782,1.0471975511966,0.667477056562713,0.0386185258677904,0.946913855776132,-1.36585724269066,0.105561592537092,0.120638434072353,0.535226740140409,0.475800389807249,0.876212399501965,0.178590176214729,0.559501395503457,-0.37988573869374,0.620581593715296,0.266732416841671
42,"woman",32,"french",12,6,"right-handed",1,422.318181818182,255.590804597701,148.858695652174,0.933333333333333,0.607142857142857,0.833333333333333,236.846153846154,65.5247252747253,410.592176870748,-725,-1175,-200,150,500,-1990,-765,-1660,-725,-1260,0.893378412739926,1.34334645746675,1.15026199151093,0.547685043718836,-0.584125082785232,-0.223212854756204,0.704768897058709,-1.80774227219777,0.557952757584629,-0.628490840921801,0.335516310232503,-0.0572838500433582,-1.78094477012645,0.0849035043431792,-0.18167353918481,-0.288207262528265,-0.128325765789965
43,"man",33,"french",14,7,"right-handed",1,486.72619047619,180.793103448276,11.6929400386847,0.95,0.75,0.75,189.471698113208,107.523333333333,320.656349206349,1760,-50,400,910,500,1150,1760,1735,1060,1220,1.0471975511966,1.38562501074904,1.0471975511966,-0.484430572240635,0.0654642580175981,1.02456047721137,0.948371972323347,-0.532206362374525,0.120638434072353,0.413275024349725,-0.179218696313126,0.338377169338164,0.214729140389054,-0.0834580814013455,0.178934681340391,0.476133968189045,0.190536856042697
45,"woman",24,"french",17,5.5,"right-handed",1,484.741573033708,254.198850574713,191.162590098074,0.825,0.75,0.333333333333333,158.603773584906,158.444444444444,359.858651026393,910,-730,300,590,750,525,500,910,655,760,1.0471975511966,1.157894280365,0.615479708670387,-0.452627777886791,-0.572036496072998,-0.608044120343415,-0.878651092161403,-0.532206362374525,-2.06593318348904,1.09206171662616,-0.803307914329874,0.165911722552037,-0.467895738459307,-0.0546246585301697,-1.15893021267499,-0.338056297954792,-0.517203723053317
46,"woman",26,"french",17,4.5,"right-handed",1,365.157303370787,159.868700265252,65.0540293040293,0.958333333333333,0.964285714285714,1,194.407407407407,27.3783068783069,276.103125,1800,-170,50,1170,750,580,1245,1580,1655,1800,1.38067072344843,1.41066464910998,1.5707963267949,1.46366795480023,0.247184672702531,0.539143808508311,1.07017350995566,1.38109750236034,1.43258140460919,0.304738611972029,0.803038874208249,0.534383305757984,0.246852664099566,0.857148480326834,1.29461747230839,0.440237262322942,0.864001071652724
47,"man",31,"french",12,8,"right-handed",1,446.449438202247,116.862068965517,695.114449960805,0.866666666666667,0.821428571428571,0.25,220.433962264151,69.4113712374582,170.44262295082,1865,-35,200,950,750,1025,935,1495,1865,1295,1.13450940007873,1.21914613830565,0.523598775598299,0.160990173536438,0.620680767459984,-3,-0.269643403999814,0.105561592537092,-2.50324750700132,-0.267586199382309,0.287881571188863,0.999222992397024,0.299053390129146,0.0604285151143308,-0.889109772821347,-0.460032080047664,-0.429571112584893
49,"woman",23,"french",17,6.5,"right-handed",1,414.682926829268,140.157142857143,52.1170182841068,0.908333333333333,0.964285714285714,0.916666666666667,217.111111111111,12.8461538461538,312.896717600453,1975,-395,600,1020,750,-25,520,1975,850,795,1.38067072344843,1.29098701108241,1.27795355506632,0.67003731124094,0.418371987100751,0.656829576897301,0.339364284161759,1.38109750236034,0.995267081096911,-0.19451659144573,0.981144964669366,0.372514663048351,0.387393080333052,0.485555228154859,0.905242955873002,0.482572075682134,0.624456753236665
50,"man",24,"french",17,7,"right-handed",1,429.597701149425,108.168719211823,36.73564122738,0.95,0.892857142857143,0.75,200.925925925926,122,320.956179066835,2460,-170,600,1030,1000,1090,1090,1215,1635,2460,1.23732315454306,1.38562501074904,1.0471975511966,0.43103331460936,0.696179175152877,0.796751323505856,0.948371972323347,0.743329547448719,0.120638434072353,0.161396171839025,-0.356644745791413,0.337058106720721,0.776890805322999,0.078594913552324,0.604113317948139,0.609996201793152,0.430901477764538
51,"woman",25,"french",16,7,"right-handed",1,411.941176470588,220.64039408867,117.867709437964,0.866666666666667,0.821428571428571,0.833333333333333,216.37037037037,208.136363636364,355.432748538012,895,-255,250,650,250,885,895,530,645,860,1.13450940007873,1.21914613830565,1.15026199151093,0.7139728934646,-0.280594175090694,0.0587068267015431,-0.269643403999814,0.105561592537092,0.557952757584629,-0.178227677794248,-1.41233215424812,0.18538290701448,-0.479942059850748,-0.292195646192589,0.131290315373969,-0.0121681471248902,-0.0576911593145032
52,"woman",23,"french",17,8,"right-handed",1,486.349397590361,76.8620689655172,360.572446236559,0.941666666666667,0.857142857142857,0.833333333333333,198.058823529412,159.68,573.91462585034,605,-635,400,590,250,310,605,75,-415,-465,1.18319964013972,1.36346742528384,1.15026199151093,-0.478392599175647,0.968065422774525,-2.14913649953545,0.826570434691035,0.424445569992906,0.557952757584629,0.224443849384148,-0.818450885165696,-0.775799800019231,-0.712837606751954,-0.357466544985732,0.602989587422857,-0.652290292260052,-0.135589083274309
53,"woman",23,"french",12,10,"left-handed",1,409.776470588235,108.653846153846,326.660153256705,0.758333333333333,0.75,0.333333333333333,206.740740740741,111.472222222222,163.48001150417,965,-755,250,970,500,-175,-905,965,240,340,1.0471975511966,1.07202763241215,0.615479708670387,0.748661541533183,0.691966033764416,-1.84064219192292,-1.85306339321994,-0.532206362374525,-2.06593318348904,0.033528199674932,-0.227616284757814,1.0298540991993,-0.423725893357354,0.184857818816767,-1.48373431302784,-0.0396073529864015,-0.446161282399157
54,"man",28,"french",15,9,"right-handed",1,568.645569620253,52.3358320839582,388.521120689655,0.783333333333333,0.714285714285714,0.666666666666667,252.259259259259,182.877192982456,356.840418353576,-740,-490,-350,-150,250,-840,-1190,-770,-1175,-740,1.00685368543427,1.10292476069722,0.95531661812451,-1.7971597223256,1.18106638140611,-2.4033807931672,-1.48765878032299,-0.851090339830338,-0.316675889439924,-0.967425544208282,-1.10275571891167,0.179190046075267,-1.79299109151789,-1.28911366181518,-0.885141669864418,-0.347708121895275,-0.840654484524959
55,"man",20,"french",12,9,"right-handed",1,431.058823529412,192.60989010989,232.747252747253,0.8,0.678571428571429,1,226.245283018868,284.440476190476,443.938620689655,2305,-35,800,790,750,920,1270,1755,2305,1980,0.968001774042632,1.12432242738401,1.5707963267949,0.407619343945869,-0.0371600010166585,-0.986332657744298,-1.24405570505835,-1.16997431728614,1.43258140460919,-0.395377337048043,-2.34751547794757,-0.203987208390948,0.652412150944768,-0.778424490349914,-0.327149539245102,-0.409159955717301,-0.504911328437439
56,"woman",28,"french",17,8,"right-handed",1,452.552941176471,97.0714285714284,77.0454545454545,0.966666666666667,0.785714285714286,0.75,158.592592592593,26.3249158249158,326.553134248049,1430,-120,150,900,500,1035,1430,980,260,1020,1.08952095285255,1.44023681690988,1.0471975511966,0.0631836916562003,0.792554887253847,0.430059871620336,1.19197504758799,-0.213322384918712,0.120638434072353,1.09230758702089,0.815949236618492,0.312435027688243,-0.0502899302226621,0.657146838431862,0.366430365580542,0.511683262187475,0.511753488733293
57,"woman",19,"french",13,4,"right-handed",1,470.418604651163,179.551428571429,80.4930434782609,0.791666666666667,0.892857142857143,0.75,110.555555555556,85.0909090909091,376.44,965,-975,400,790,750,-625,45,310,965,610,1.23732315454306,1.11353541568782,1.0471975511966,-0.223107262619619,0.0762477279952538,0.398697746936212,-1.36585724269066,0.743329547448719,0.120638434072353,2.14864363731914,0.0957131305499278,0.0929642264540485,-0.423725893357354,0.673749835083149,-0.167296420389864,0.189303233795171,0.231918882829485
59,"woman",29,"french",17,5,"right-handed",1,557.425287356322,83.9259259259261,158.126636982714,0.883333333333333,0.857142857142857,0.75,268.547169811321,194.425925925926,1201.44146825397,-595,-1655,200,610,250,-1530,-595,-1475,-650,-675,1.18319964013972,1.24623145923122,1.0471975511966,-1.61735865749891,0.906718534889953,-0.307521726039457,-0.026040328735191,0.424445569992906,0.120638434072353,-1.32559724174472,-1.24429700806476,-3,-1.67654331806729,-1.3957509691028,0.173014558443356,-0.800267730383168,-0.67433471368087
60,"woman",21,"french",15,8,"right-handed",1,539.827586206897,217.371352785146,-19.9565217391304,0.866666666666667,0.75,0.833333333333333,203.730769230769,151.785714285714,184.48846387371,-545,-1425,-50,680,250,-925,-545,-1140,-1490,-550,1.0471975511966,1.21914613830565,1.15026199151093,-1.33536170494989,-0.252203805429852,1.31247019783264,-0.269643403999814,-0.532206362374525,0.557952757584629,0.099717573801038,-0.721698507011981,0.937430135401711,-1.63638891342915,-0.652447546053611,-0.0812990029299031,0.6658988426015,-0.022615902127338
61,"man",29,"french",20,7,"right-handed",1,453.688888888889,240,96.246109839817,0.925,0.892857142857143,0.666666666666667,191.962962962963,-61.1614814814815,407.075157232704,1960,-150,700,660,750,1585,1935,1895,1710,1960,1.23732315454306,1.32476043658762,0.95531661812451,0.0449805303206996,-0.448724925754013,0.255394806528452,0.582967359426398,0.743329547448719,-0.316675889439924,0.358492027021891,1.88818265986244,-0.0418111779024404,0.37534675894161,0.763885072401677,0.336540339145064,-0.0783804323760006,0.34068165972358
63,"woman",30,"french",14,2,"right-handed",1,463.53488372093,160.123015873016,33.9169325298358,0.825,0.75,0.25,189.22641509434,32.4615384615385,581.147916666667,890,-300,50,640,500,60,-295,250,105,890,1.0471975511966,1.157894280365,0.523598775598299,-0.112798063250867,0.244976039208926,0.82239263264785,-0.878651092161403,-0.532206362374525,-2.50324750700132,0.418668806134318,0.740738779914257,-0.807621725632129,-0.483957500314562,0.34886984093257,-1.30470165384575,0.0865823154082157,-0.289749832501654
