"Participant","Sex","Age","NativeLanguage","EducationLevel","VGexp","Handedness","Inclusion","antisaccade","categoryswitch","colorshape","dualnback","keeptrack","lettermemory","stopsignal","stroop","numberletter","SF","Flight","Bonus","Mine","Fortress","SF_mono_01","SF_multi_01","SF_mono_02","SF_multi_02","SF_mono_03","SF_multi_03","SF_mono_04","SF_multi_04","SF_mono_05","SF_multi_05","keeptrack_asin","dualnback_asin","lettermemory_asin","zscore_antisaccade","zscore_categoryswitch","zscore_colorshape","zscore_dualnback","zscore_keeptrack","zscore_lettermemory","zscore_stopsignal","zscore_stroop","zscore_numberletter","zscore_SF","zscore_inhibition","zscore_WM","zscore_shifting","zscore_EF"
30,"man",22,"other",17,5.5,"right-handed",1,421.5,25.1871921182266,74.9080459770115,0.866666666666667,0.821428571428571,0.583333333333333,168.961538461538,276.737179487179,444.293906810036,2590,-150,600,890,1250,1000,1095,815,1180,1250,2030,1750,1840,2080,2590,1.13450940007873,1.21914613830565,0.869122203007293,0.571766750970872,1.42966111317595,0.452071629936965,-0.355587117956164,-0.0492069971747833,-0.72535172081492,0.859087262143192,-2.12624375283322,-0.148001155491007,0.889564486336332,-0.231796579906385,-0.376715278648623,0.577910529207303,-0.0102004431159015
33,"man",25,"french",15,8,"left-handed",1,392.835294117647,177.436781609195,80.9430641821946,0.908333333333333,0.857142857142857,0.75,211.518518518519,54.0370370370371,468.57079970653,2720,-100,500,1070,1250,1000,490,1750,1705,2250,1870,2200,2030,2500,2720,1.18319964013972,1.29098701108241,1.0471975511966,1.01897089903349,0.0958487471777604,0.39731751735486,0.263495018997222,0.248556190300274,-0.0445683563584275,-0.0789834291219952,0.511298059906613,-0.249029566488161,0.991163681494635,0.483761843272704,0.155827617646356,0.0813788993481533,0.240322786755738
35,"woman",35,"french",17,6.5,"right-handed",1,495.544444444444,429.070197044335,240.09045691151,0.875,0.964285714285714,0.833333333333333,236,45.2815384615385,399.423728813559,890,-670,150,910,500,-490,-635,-385,-1060,200,-340,665,695,-505,890,1.38067072344843,1.23246031474537,1.15026199151093,-0.583416310472404,-2.10863510284706,-1.04658438358149,-0.240853422728198,1.45618258783917,0.349447756183035,-0.61862135046368,0.614993519326589,0.0387263142667971,-0.439040373426096,-0.195681380536499,0.521592307098001,-1.03883105738725,-0.237640043608584
36,"man",29,"french",17,9,"right-handed",1,541.367816091954,367.922360248447,117.273277074543,0.85,0.75,0.666666666666667,196.148148148148,70.4628571428572,560.776380153739,1745,-335,650,680,750,715,1365,915,725,1000,1515,1065,1745,950,1335,1.0471975511966,1.19369195874213,0.95531661812451,-1.29831643758647,-1.57293749508943,0.0677031733366341,-0.574936177474755,-0.583159066314694,-0.39582983854698,0.259821014685588,0.316759399710909,-0.632743549878393,0.229169717807361,-0.240578674396658,-0.517975027445476,-0.712659290543728,-0.490404330795288
37,"man",24,"french",15,10,"left-handed",1,613.852272727273,194.88275862069,77.7681922196797,0.916666666666667,1,0.833333333333333,211.222222222222,178.264957264957,599.497354497355,1035,-615,250,900,500,710,720,-315,1035,155,215,455,-245,680,695,1.5707963267949,1.30738282468938,1.15026199151093,-2.429161798792,-0.0569901534238896,0.42612228495606,0.404784440082555,2.61888800071352,0.349447756183035,-0.0724522591208702,-0.959991227589926,-0.793881077933396,-0.325718194211065,-1.15386842850093,1.12437339899304,-0.141582982133742,-0.0570260038805459
38,"woman",32,"french",12,10,"right-handed",1,438.056179775281,97.3499361430395,236.547462223944,0.941666666666667,0.857142857142857,0.75,202.518518518519,30.9303703703703,407.560734463277,1880,-350,800,680,750,1065,1245,1165,375,1745,1225,1150,1880,1295,1655,1.18319964013972,1.36346742528384,1.0471975511966,0.313470283462573,0.79746525198207,-1.01443973655554,0.888088345563927,0.248556190300274,-0.0445683563584275,0.119400859661714,0.78496110661984,0.00486412462948183,0.334676574317906,0.405944083248042,0.364025393168591,-0.0707034533146643,0.233088674367323
39,"woman",27,"french",17,3,"right-handed",1,502.033707865169,229.546296296296,35.3199952221692,0.941666666666667,0.857142857142857,1,229.528301886792,32.4585714285714,247.814187068424,1220,-170,250,890,250,280,430,850,620,-330,40,545,1220,1065,1100,1.18319964013972,1.36346742528384,1.5707963267949,-0.68465668361734,-0.360666868451815,0.811243469066645,0.888088345563927,0.248556190300274,1.95715360966112,-0.475967658529054,0.766861907647926,0.669650179187323,-0.181134724178095,-0.131254144832822,1.03126604850844,0.373408926600718,0.424473610092111
40,"woman",24,"french",14,5,"right-handed",1,467.872093023256,295.666666666667,424.391390400792,0.983333333333333,0.928571428571429,0.833333333333333,164.148148148148,187.481481481482,396.593837535014,3730,-300,1150,1130,1750,2250,2420,2900,2130,2950,3000,3585,3730,3500,3620,1.30024656381632,1.5707963267949,1.15026199151093,-0.151694094553195,-0.939927331085855,-2.71869765949381,2.67472615268675,0.964351902838182,0.349447756183035,0.965187374805444,-1.06914682902676,0.0505029209513945,1.78051127464761,-0.0852178495915036,1.32950860390266,-1.20270735654276,0.0138611325894653
41,"man",25,"french",12,9,"right-handed",1,414.842696629213,183.884285714286,20.2285107446277,0.791666666666667,0.821428571428571,0.75,183.925925925926,54.0785714285714,198.403576751118,1715,-335,250,800,1000,1750,635,1750,860,2000,1715,3680,1520,3575,1520,1.13450940007873,1.11353541568782,1.0471975511966,0.675628750969975,0.0393641239091729,0.948164487698324,-1.26567784091554,-0.0492069971747833,-0.0445683563584275,0.529231777231362,0.510806148706498,0.875272680717489,0.205723749693906,0.571888892302612,-0.453151064816251,0.620933764108328,0.24655719719823
42,"woman",32,"french",12,6,"right-handed",1,422.318181818182,255.590804597701,148.858695652174,0.933333333333333,0.607142857142857,0.833333333333333,236.846153846154,65.5247252747253,410.592176870748,-725,-1175,-200,150,500,415,-1990,750,-765,375,-1660,160,-725,770,-1260,0.893378412739926,1.34334645746675,1.15026199151093,0.559002123122879,-0.588834887524321,-0.21886291577097,0.714697749482393,-1.52383376629883,0.349447756183035,-0.637272864793777,0.375244002081277,-0.00775123808443492,-1.7012149902004,0.09899108680346,-0.153229420211135,-0.271816347126575,-0.108684893511417
43,"man",33,"french",14,7,"right-handed",1,486.72619047619,180.793103448276,11.6929400386847,0.95,0.75,0.75,189.471698113208,107.523333333333,320.656349206349,1760,-50,400,910,500,750,1150,1000,1760,715,1735,1000,1060,1500,1220,1.0471975511966,1.38562501074904,1.0471975511966,-0.445840862482176,0.0664450319480284,1.02560544702871,1.07902930757237,-0.583159066314694,-0.0445683563584275,0.406987991550205,-0.122165131171746,0.366517157767832,0.240892701864088,-0.0536726673679057,0.150433961633082,0.48618921224819,0.194316835504455
44,"woman",29,"french",17,3,"right-handed",1,501.655172413793,184.578544061303,91.9587589376915,0.808333333333333,0.75,0.916666666666667,220.21568627451,204.23063973064,286.407096171802,-975,-1385,-50,460,0,-1310,-1915,-1390,-2145,-750,-1580,-930,-1400,-575,-975,1.0471975511966,1.13530018353838,1.27795355506632,-0.678751071861236,0.0332819376021702,0.297375053172305,-1.07812194869957,-0.583159066314694,0.837613541811805,-0.270692477978094,-1.26751493388884,0.509045595268969,-1.89659805781252,-0.738986161242724,-0.274555824400818,0.279900862014481,-0.244547041209687
45,"woman",24,"french",17,5.5,"right-handed",1,484.741573033708,254.198850574713,191.162590098074,0.825,0.75,0.333333333333333,158.603773584906,158.444444444444,359.858651026393,910,-730,300,590,750,-630,525,105,500,855,910,455,655,990,760,1.0471975511966,1.157894280365,0.615479708670387,-0.414878425391838,-0.57664040151638,-0.602674881269757,-0.883419390040252,-0.583159066314694,-1.69502884018942,1.08740035308092,-0.725247635875552,0.203376583016528,-0.423409728017126,-0.0175752360621577,-1.05386909884812,-0.325312899923203,-0.465585744944494
46,"woman",26,"french",17,4.5,"right-handed",1,365.157303370787,159.868700265252,65.0540293040293,0.958333333333333,0.964285714285714,1,194.407407407407,27.3783068783069,276.103125,1800,-170,50,1170,750,665,580,140,1245,845,1580,1045,1655,995,1800,1.38067072344843,1.41066464910998,1.5707963267949,1.450781095267,0.249757366713338,0.541474498321856,1.29480609627038,1.45618258783917,1.95715360966112,0.298191638442114,0.827029853764541,0.551925622745548,0.272153992682027,0.858667529157885,1.56938076459022,0.447719162593581,0.958589152113895
47,"man",31,"french",12,8,"right-handed",1,446.449438202247,116.862068965517,695.114449960805,0.866666666666667,0.821428571428571,0.25,220.433962264151,69.4113712374582,170.44262295082,1865,-35,200,950,750,1000,1025,1200,935,1200,1495,1750,1865,1750,1295,1.13450940007873,1.21914613830565,0.523598775598299,0.182525280932074,0.626525388481397,-3,-0.355587117956164,-0.0492069971747833,-2.04629032237797,-0.275503869862926,0.32921263844926,0.991632329559408,0.322953590261179,0.0787446831728026,-0.817028145836306,-0.460614093986398,-0.3996325188833
49,"woman",23,"french",17,6.5,"right-handed",1,414.682926829268,140.157142857143,52.1170182841068,0.908333333333333,0.964285714285714,0.916666666666667,217.111111111111,12.8461538461538,312.896717600453,1975,-395,600,1020,750,-525,-25,-365,520,645,1975,875,850,145,795,1.38067072344843,1.29098701108241,1.27795355506632,0.67812135346043,0.422444328378864,0.658848553175975,0.263495018997222,1.45618258783917,0.837613541811805,-0.20225926289293,0.999140930253946,0.398808903437649,0.408922140010513,0.491667673607149,0.852430382882731,0.493367261664163,0.612488439384681
50,"man",24,"french",17,7,"right-handed",1,429.597701149425,108.168719211823,36.73564122738,0.95,0.892857142857143,0.75,200.925925925926,122,320.956179066835,2460,-170,600,1030,1000,895,1090,2465,1090,2715,1215,3900,1635,4000,2460,1.23732315454306,1.38562501074904,1.0471975511966,0.445432800130521,0.702685182686374,0.798399689957719,1.07902930757237,0.579546346559658,-0.0445683563584275,0.154505898417688,-0.293619056716403,0.365269414306445,0.787965291178029,0.102106547277269,0.538002432591199,0.622118095650179,0.420742358506216
51,"woman",25,"french",16,7,"right-handed",1,411.941176470588,220.64039408867,117.867709437964,0.866666666666667,0.821428571428571,0.833333333333333,216.37037037037,208.136363636364,355.432748538012,895,-255,250,650,250,-60,885,425,895,495,530,525,645,580,860,1.13450940007873,1.21914613830565,1.15026199151093,0.720895981547883,-0.282644966818991,0.0623100468467676,-0.355587117956164,-0.0492069971747833,0.349447756183035,-0.18593133789015,-1.31377224651122,0.221794998319339,-0.435132712073853,-0.259602534284496,-0.0184487863159708,0.00048669278237178,-0.0925215426060317
52,"woman",23,"french",17,8,"right-handed",1,486.349397590361,76.8620689655172,360.572446236559,0.941666666666667,0.857142857142857,0.833333333333333,198.058823529412,159.68,573.91462585034,605,-635,400,590,250,200,310,545,605,-20,75,750,-415,1250,-465,1.18319964013972,1.36346742528384,1.15026199151093,-0.43996243686027,0.97695322752061,-2.13968537902738,0.888088345563927,0.248556190300274,0.349447756183035,0.217704572840188,-0.739880897461685,-0.687418424940741,-0.661777070503914,-0.320712920493922,0.495364097349079,-0.616716858815837,-0.147355227320227
53,"woman",23,"french",12,10,"left-handed",1,409.776470588235,108.653846153846,326.660153256705,0.758333333333333,0.75,0.333333333333333,206.740740740741,111.472222222222,163.48001150417,965,-755,250,970,500,45,-175,500,-905,550,965,515,240,1275,340,1.0471975511966,1.07202763241215,0.615479708670387,0.754668016533939,0.698435133037553,-1.83200817829557,-1.62336735911432,-0.583159066314694,-1.69502884018942,0.0263316871459049,-0.16893366685259,1.0206072718572,-0.380425453142459,0.204022012275751,-1.30051842187281,-0.0376552578002708,-0.37805055579911
54,"man",28,"french",15,9,"right-handed",1,568.645569620253,52.3358320839582,388.521120689655,0.783333333333333,0.714285714285714,0.666666666666667,252.259259259259,182.877192982456,356.840418353576,-740,-490,-350,-150,250,310,-840,30,-1190,865,-770,880,-1175,1250,-740,1.00685368543427,1.10292476069722,0.95531661812451,-1.72388244819728,1.19182013227482,-2.39325625744016,-1.3571141878328,-0.829880340422405,-0.39582983854698,-0.977019304274574,-1.01461608961865,0.215936973353729,-1.71293797425713,-1.2385059473635,-0.860941455600729,-0.328499717270536,-0.809315706744922
55,"man",20,"french",12,9,"right-handed",1,431.058823529412,192.60989010989,232.747252747253,0.8,0.678571428571429,1,226.245283018868,284.440476190476,443.938620689655,2305,-35,800,790,750,1430,920,1315,1270,1600,1755,1915,2305,2115,1980,0.968001774042632,1.12432242738401,1.5707963267949,0.422637520393861,-0.0370782434073915,-0.979961448264116,-1.17272175625089,-1.06747762811253,1.95715360966112,-0.403601062620542,-2.21747749398556,-0.146522630527187,0.666827789258513,-0.732813678737415,-0.0943485915674341,-0.387854107399565,-0.405005459234805
56,"woman",28,"french",17,8,"right-handed",1,452.552941176471,97.0714285714284,77.0454545454545,0.966666666666667,0.785714285714286,0.75,158.592592592593,26.3249158249158,326.553134248049,1430,-120,150,900,500,750,1035,1250,1430,1465,980,1700,260,1150,1020,1.08952095285255,1.44023681690988,1.0471975511966,0.0873032382225444,0.799905172143963,0.432679491353195,1.54964154200325,-0.324332020769649,-0.0445683563584275,1.08764681232624,0.839505656060478,0.341977657375639,-0.0170129473839127,0.671485235536421,0.393580388291723,0.524854106957599,0.529973243595248
57,"woman",19,"french",13,4,"right-handed",1,470.418604651163,179.551428571429,80.4930434782609,0.791666666666667,0.892857142857143,0.75,110.555555555556,85.0909090909091,376.44,965,-975,400,790,750,510,-625,-570,45,350,310,-25,965,1135,610,1.23732315454306,1.11353541568782,1.0471975511966,-0.19142276184752,0.077322968045098,0.401400435326226,-1.26567784091554,0.579546346559658,-0.0445683563584275,2.14651274875616,0.143512547565069,0.134373216476375,-0.380425453142459,0.699534178157904,-0.24356661690477,0.204365539949233,0.220111033734122
59,"woman",29,"french",17,5,"right-handed",1,557.425287356322,83.9259259259261,158.126636982714,0.883333333333333,0.857142857142857,0.75,268.547169811321,194.425925925926,1201.44146825397,-595,-1655,200,610,250,370,-1530,235,-595,-1415,-1475,-720,-650,-790,-675,1.18319964013972,1.24623145923122,1.0471975511966,-1.54883244798247,0.915068924272655,-0.302948478691212,-0.12218184724377,0.248556190300274,-0.0445683563584275,-1.33604880990163,-1.15139312840922,-3,-1.5996157950421,-1.3454247954311,0.0272686622326921,-0.795959851472852,-0.704705328223755
